ID	Species	R or P	Reaction Name	Mass
1922_1	C(C(CO)(C(CO)O)O)=O	1	Knoevenagel H	150.05282342
1924_0	C(C(C(CO)O)O)=O	-1	Knoevenagel C	120.04225873600001
1924_0	C(C)(CO)=O	-1	Knoevenagel C	74.036779432
1924_0	C(C(C(CO)O)(C(CO)(C)O)O)=O	1	Knoevenagel C	194.079038168
1924_1	C(C(C(CO)O)O)=O	-1	Knoevenagel H	120.04225873600001
1924_1	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
1924_1	C(C(C(CO)O)(C(CO)(C)O)O)=O	1	Knoevenagel H	194.079038168
1926_0	C(C(C(CO)O)O)=O	-1	Knoevenagel C	120.04225873600001
1926_0	C(C)=O	-1	Knoevenagel C	44.026214748
1926_0	C(C(C(CO)O)(C(C)O)O)=O	1	Knoevenagel C	164.068473484
1926_1	C(C(C(CO)O)O)=O	-1	Knoevenagel H	120.04225873600001
1926_1	C(C)=O	-1	Knoevenagel H	44.026214748
1926_1	C(C(C(CO)O)(C(C)O)O)=O	1	Knoevenagel H	164.068473484
1928_0	C(CC(C(C(CO)O)O)=O)=O	-1	Knoevenagel C	162.05282342
1928_0	C=O	-1	Knoevenagel C	30.010564684
1928_0	C(CC(C(CO)(C(CO)O)O)=O)=O	1	Knoevenagel C	192.063388104
1928_1	C(CC(C(C(CO)O)O)=O)=O	-1	Knoevenagel H	162.05282342
1928_1	C=O	-1	Knoevenagel H	30.010564684
1928_1	C(CC(C(CO)(C(CO)O)O)=O)=O	1	Knoevenagel H	192.063388104
1930_0	C(C(C(CC(CO)O)=O)O)=O	-1	Knoevenagel C	162.05282342
1930_0	C=O	-1	Knoevenagel C	30.010564684
1930_0	C(C(C(CC(CO)O)=O)(CO)O)=O	1	Knoevenagel C	192.063388104
1930_1	C(C(C(CC(CO)O)=O)O)=O	-1	Knoevenagel H	162.05282342
1930_1	C=O	-1	Knoevenagel H	30.010564684
1930_1	C(C(C(CC(CO)O)=O)(CO)O)=O	1	Knoevenagel H	192.063388104
1932_0	C(CC(C=O)O)(C(CO)O)=O	-1	Knoevenagel C	162.05282342
1932_0	C=O	-1	Knoevenagel C	30.010564684
1932_0	C(CC(C=O)O)(C(CO)(CO)O)=O	1	Knoevenagel C	192.063388104
1932_1	C(CC(C=O)O)(C(CO)O)=O	-1	Knoevenagel H	162.05282342
1932_1	C=O	-1	Knoevenagel H	30.010564684
1932_1	C(CC(C=O)O)(C(CO)(CO)O)=O	1	Knoevenagel H	192.063388104
1933_0	C(C(C(C=O)O)O)(CCO)=O	-1	Knoevenagel C	162.05282342
1933_0	C=O	-1	Knoevenagel C	30.010564684
1933_0	C(C(CO)(C(C(CCO)=O)O)O)=O	1	Knoevenagel C	192.063388104
1933_1	C(C(C(C=O)O)O)(CCO)=O	-1	Knoevenagel H	162.05282342
1933_1	C=O	-1	Knoevenagel H	30.010564684
1933_1	C(C(CO)(C(C(CCO)=O)O)O)=O	1	Knoevenagel H	192.063388104
1935_0	C(C(C(C=O)O)O)(CCO)=O	-1	Knoevenagel C	162.05282342
1935_0	C=O	-1	Knoevenagel C	30.010564684
1935_0	C(C(CO)(C(C=O)O)O)(CCO)=O	1	Knoevenagel C	192.063388104
1935_1	C(C(C(C=O)O)O)(CCO)=O	-1	Knoevenagel H	162.05282342
1935_1	C=O	-1	Knoevenagel H	30.010564684
1935_1	C(C(CO)(C(C=O)O)O)(CCO)=O	1	Knoevenagel H	192.063388104
1936_0	C(C(C(CC(CO)=O)O)O)=O	-1	Knoevenagel C	162.05282342
1936_0	C=O	-1	Knoevenagel C	30.010564684
1936_0	C(C(CO)(C(CC(CO)=O)O)O)=O	1	Knoevenagel C	192.063388104
1936_1	C(C(C(CC(CO)=O)O)O)=O	-1	Knoevenagel H	162.05282342
1936_1	C=O	-1	Knoevenagel H	30.010564684
1936_1	C(C(CO)(C(CC(CO)=O)O)O)=O	1	Knoevenagel H	192.063388104
1937_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Knoevenagel C	162.05282342
1937_0	C=O	-1	Knoevenagel C	30.010564684
1937_0	C(C(CO)(C(C(C(C)=O)O)O)O)=O	1	Knoevenagel C	192.063388104
1937_1	C(C(C(C(C(C)=O)O)O)O)=O	-1	Knoevenagel H	162.05282342
1937_1	C=O	-1	Knoevenagel H	30.010564684
1937_1	C(C(CO)(C(C(C(C)=O)O)O)O)=O	1	Knoevenagel H	192.063388104
1938_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Knoevenagel C	162.05282342
1938_0	C=O	-1	Knoevenagel C	30.010564684
1938_0	C(C(C(C(C(C)=O)(CO)O)O)O)=O	1	Knoevenagel C	192.063388104
1938_1	C(C(C(C(C(C)=O)O)O)O)=O	-1	Knoevenagel H	162.05282342
1938_1	C=O	-1	Knoevenagel H	30.010564684
1938_1	C(C(C(C(C(C)=O)(CO)O)O)O)=O	1	Knoevenagel H	192.063388104
1939_0	C(CC(C(C(C=O)O)O)O)=O	-1	Knoevenagel C	162.05282342
1939_0	C=O	-1	Knoevenagel C	30.010564684
1939_0	C(C(CO)(C(C(CC=O)O)O)O)=O	1	Knoevenagel C	192.063388104
1939_1	C(CC(C(C(C=O)O)O)O)=O	-1	Knoevenagel H	162.05282342
1939_1	C=O	-1	Knoevenagel H	30.010564684
1939_1	C(C(CO)(C(C(CC=O)O)O)O)=O	1	Knoevenagel H	192.063388104
1941_0	C(C(C(CC(C=O)O)O)O)=O	-1	Knoevenagel H	162.05282342
1941_0	C(C1(C(C(C(C1)O)O)O)O)=O	1	Knoevenagel H	162.05282342
1943_0	C(C(C(C=O)O)O)(C(C)O)=O	-1	Knoevenagel H	162.05282342
1943_0	C1(C(C(C(C1(C)O)O)O)O)=O	1	Knoevenagel H	162.05282342
1945_0	C(CC(CC(C=O)O)=O)=O	-1	Knoevenagel H	144.042258736
1945_0	C(C1(C(CC(C1)=O)O)O)=O	1	Knoevenagel H	144.042258736
1947_0	C(CO)(CO)=O	-1	Knoevenagel H	90.031694052
1947_0	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
1947_0	C(C(C(CO)(CO)O)(CC=O)O)=O	1	Knoevenagel H	192.063388104
1949_0	C(CO)(CO)=O	-1	Knoevenagel H	90.031694052
1949_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
1949_0	C(C(C(CO)(CO)O)O)(O)=O	1	Knoevenagel H	166.04773804
1951_0	C(C(CO)O)=O	-1	Knoevenagel H	90.031694052
1951_0	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
1951_0	C(C(C(C(CO)O)O)(CC=O)O)=O	1	Knoevenagel H	192.063388104
1953_0	C(C(CO)O)=O	-1	Knoevenagel H	90.031694052
1953_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
1953_0	C(C(C(C(CO)O)O)O)(O)=O	1	Knoevenagel H	166.04773804
1955_0	C(C(C)=O)=O	-1	Knoevenagel H	72.021129368
1955_0	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
1955_0	C(CC(C=O)(C(C(C)=O)O)O)=O	1	Knoevenagel H	174.05282342
1957_0	C(C(C)=O)=O	-1	Knoevenagel H	72.021129368
1957_0	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
1957_0	C(CC(C=O)(C(C=O)(C)O)O)=O	1	Knoevenagel H	174.05282342
1958_0	C(C(C)=O)=O	-1	Knoevenagel H	72.021129368
1958_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
1958_0	C(C(C(C(C)=O)O)O)(O)=O	1	Knoevenagel H	148.03717335599998
1960_0	C(C(C)=O)=O	-1	Knoevenagel H	72.021129368
1960_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
1960_0	C(C(C)(C(C(O)=O)O)O)=O	1	Knoevenagel H	148.037173356
1961_0	C(CC(CO)=O)=O	-1	Knoevenagel H	102.031694052
1961_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
1961_0	C(C(C(CC(CO)=O)O)O)(O)=O	1	Knoevenagel H	178.04773803999998
1963_0	C(CC(CO)=O)=O	-1	Knoevenagel H	102.031694052
1963_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
1963_0	C(CC(CO)(C(C(O)=O)O)O)=O	1	Knoevenagel H	178.04773804
1964_0	C(C(C(C)=O)O)=O	-1	Knoevenagel H	102.031694052
1964_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
1964_0	C(C(C(C(C(C)=O)O)O)O)(O)=O	1	Knoevenagel H	178.04773803999998
1966_0	C(C(C(C)=O)O)=O	-1	Knoevenagel H	102.031694052
1966_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
1966_0	C(C(C(C)(C(C=O)O)O)O)(O)=O	1	Knoevenagel H	178.04773804
1968_0	C(C=O)=O	-1	Knoevenagel H	58.005479304000005
1968_0	C(C(CC(CO)=O)O)=O	-1	Knoevenagel H	132.042258736
1968_0	C(C(C(C=O)(CC(CO)=O)O)O)=O	1	Knoevenagel H	190.04773804
1970_0	C(C=O)=O	-1	Knoevenagel H	58.005479304000005
1970_0	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
1970_0	C(CC(C=O)(C(C=O)O)O)=O	1	Knoevenagel H	160.037173356
1971_0	C(C=O)=O	-1	Knoevenagel H	58.005479304000005
1971_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
1971_0	C(C(C(C=O)O)O)(O)=O	1	Knoevenagel H	134.02152329199998
1973_0	C(C)(C(CO)O)=O	-1	Knoevenagel H	104.047344116
1973_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
1973_0	C(C(C(C)(C(CO)O)O)O)(O)=O	1	Knoevenagel H	180.063388104
1975_0	C(C(CC(CO)=O)O)=O	-1	Knoevenagel H	132.042258736
1975_0	C=O	-1	Knoevenagel H	30.010564684
1975_0	C(C(CO)(CC(CO)=O)O)=O	1	Knoevenagel H	162.05282342
1977_0	C(C(CC(CO)=O)O)=O	-1	Knoevenagel H	132.042258736
1977_0	C(C)=O	-1	Knoevenagel H	44.026214748
1977_0	C(C(C(C)O)(CC(CO)=O)O)=O	1	Knoevenagel H	176.068473484
1979_0	C=O	-1	Knoevenagel H	30.010564684
1979_0	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
1979_0	C(C(CO)(CC=O)O)=O	1	Knoevenagel H	132.042258736
1981_0	C=O	-1	Knoevenagel H	30.010564684
1981_0	C(CC(C(C(CO)O)=O)O)=O	-1	Knoevenagel H	162.05282342
1981_0	C(C(CO)(CC=O)O)(C(CO)O)=O	1	Knoevenagel H	192.063388104
1983_0	C=O	-1	Knoevenagel H	30.010564684
1983_0	C(C(C(CC(CO)O)O)=O)=O	-1	Knoevenagel H	162.05282342
1983_0	C(C(C(CO)(CC(CO)O)O)=O)=O	1	Knoevenagel H	192.063388104
1985_0	C=O	-1	Knoevenagel H	30.010564684
1985_0	C(C(CC(C(CO)=O)O)O)=O	-1	Knoevenagel H	162.05282342
1985_0	C(C(CO)(CC(C(CO)=O)O)O)=O	1	Knoevenagel H	192.063388104
1987_0	C=O	-1	Knoevenagel H	30.010564684
1987_0	C(C(CC(C(CO)=O)O)O)=O	-1	Knoevenagel H	162.05282342
1987_0	C(C(CC(C(CO)=O)(CO)O)O)=O	1	Knoevenagel H	192.063388104
1989_0	C=O	-1	Knoevenagel H	30.010564684
1989_0	C(C(C(C(CCO)O)=O)O)=O	-1	Knoevenagel H	162.05282342
1989_0	C(C(C(C(CO)(CCO)O)=O)O)=O	1	Knoevenagel H	192.063388104
1991_0	C=O	-1	Knoevenagel H	30.010564684
1991_0	C(CO)(C(CC(CO)=O)O)=O	-1	Knoevenagel H	162.05282342
1991_0	C(CO)(C(CO)(CC(CO)=O)O)=O	1	Knoevenagel H	192.063388104
1993_0	C=O	-1	Knoevenagel H	30.010564684
1993_0	C(C(C(CC(C=O)O)O)O)=O	-1	Knoevenagel H	162.05282342
1993_0	C(C(CO)(CC(C(C=O)O)O)O)=O	1	Knoevenagel H	192.063388104
1995_0	C=O	-1	Knoevenagel H	30.010564684
1995_0	C(C(C(C=O)O)O)(C(C)O)=O	-1	Knoevenagel H	162.05282342
1995_0	C(C(C(C=O)O)O)(C(CO)(C)O)=O	1	Knoevenagel H	192.063388104
1996_0	C=O	-1	Knoevenagel H	30.010564684
1996_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
1996_0	C(C(CO)O)(O)=O	1	Knoevenagel H	106.026608672
1998_0	C=O	-1	Knoevenagel H	30.010564684
1998_0	C(C)(C(CC(C=O)=O)O)=O	-1	Knoevenagel H	144.042258736
1998_0	C(C)(C(CO)(CC(C=O)=O)O)=O	1	Knoevenagel H	174.05282342
2000_0	C=O	-1	Knoevenagel H	30.010564684
2000_0	C(CC(C(CC=O)O)=O)=O	-1	Knoevenagel H	144.042258736
2000_0	C(C(CO)(CC=O)O)(CC=O)=O	1	Knoevenagel H	174.05282342
2002_0	C=O	-1	Knoevenagel H	30.010564684
2002_0	C(C(CC(C(C)=O)=O)O)=O	-1	Knoevenagel H	144.042258736
2002_0	C(C(CO)(CC(C(C)=O)=O)O)=O	1	Knoevenagel H	174.05282342
2004_0	C=O	-1	Knoevenagel H	30.010564684
2004_0	C(CC(CC(C=O)O)=O)=O	-1	Knoevenagel H	144.042258736
2004_0	C(C(CO)(CC(CC=O)=O)O)=O	1	Knoevenagel H	174.05282342
2006_0	C=O	-1	Knoevenagel H	30.010564684
2006_0	C1(C(O)OC(C(CO)O)C1)=O	-1	Knoevenagel H	162.05282342
2006_0	C1(C(CO)(O)OC(C(CO)O)C1)=O	1	Knoevenagel H	192.063388104
2008_0	C=O	-1	Knoevenagel H	30.010564684
2008_0	C1(C(O)OC(CO)C(C1)O)=O	-1	Knoevenagel H	162.05282342
2008_0	C1(C(CO)(O)OC(C(C1)O)CO)=O	1	Knoevenagel H	192.063388104
2010_0	C=O	-1	Knoevenagel H	30.010564684
2010_0	C1(C(O)OCC(C(C1)O)O)=O	-1	Knoevenagel H	162.05282342
2010_0	C1(C(CO)(O)OCC(C(C1)O)O)=O	1	Knoevenagel H	192.063388104
2012_0	C=O	-1	Knoevenagel H	30.010564684
2012_0	C(C(C=CC(CO)=O)O)=O	-1	Knoevenagel H	144.042258736
2012_0	C(C(C=CC(CO)=O)(CO)O)=O	1	Knoevenagel H	174.05282342
2013_0	C(C(CCO)=O)=O	-1	Knoevenagel H	102.031694052
2013_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
2013_0	C(C(C(C(O)=O)O)O)(CCO)=O	1	Knoevenagel H	178.04773803999998
2015_0	C(C(CCO)=O)=O	-1	Knoevenagel H	102.031694052
2015_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
2015_0	C(C(CCO)(C(C(O)=O)O)O)=O	1	Knoevenagel H	178.04773804
2017_0	C(CO)(CCO)=O	-1	Knoevenagel H	104.047344116
2017_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
2017_0	C(C(C(CO)(CCO)O)O)(O)=O	1	Knoevenagel H	180.063388104
2019_0	C(C(C=O)O)=O	-1	Knoevenagel H	88.016043988
2019_0	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
2019_0	C(C(C(C(C=O)(CC=O)O)O)O)=O	1	Knoevenagel H	190.04773804
2021_0	C(C(C=O)O)=O	-1	Knoevenagel H	88.016043988
2021_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
2021_0	C(C(C(C(C=O)O)O)O)(O)=O	1	Knoevenagel H	164.032087976
2023_0	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
2023_0	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
2023_0	C(C(C(CO)(C)O)(CC=O)O)=O	1	Knoevenagel H	176.068473484
2025_0	C(C)(CO)=O	-1	Knoevenagel H	74.036779432
2025_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
2025_0	C(C(C(CO)(C)O)O)(O)=O	1	Knoevenagel H	150.05282342
2027_0	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
2027_0	C(C)=O	-1	Knoevenagel H	44.026214748
2027_0	C(C(C(C)O)(CC=O)O)=O	1	Knoevenagel H	146.0579088
2028_0	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
2028_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
2028_0	C(CC(C(C(C(O)=O)O)O)O)=O	1	Knoevenagel H	178.04773803999998
2029_0	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
2029_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
2029_0	C(C(C(CC(C=O)O)O)O)(O)=O	1	Knoevenagel H	178.04773803999998
2031_0	C(C(C(C=O)O)O)=O	-1	Knoevenagel H	118.02660867200001
2031_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
2031_0	C(C(C(C(C(C=O)O)O)O)O)(O)=O	1	Knoevenagel H	194.04265266000002
2033_0	C(C)=O	-1	Knoevenagel H	44.026214748
2033_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
2033_0	C(C(C(C)O)O)(O)=O	1	Knoevenagel H	120.04225873600001
2035_0	C(C)=O	-1	Knoevenagel H	44.026214748
2035_0	C(C)(C(CC(C=O)=O)O)=O	-1	Knoevenagel H	144.042258736
2035_0	C(C)(C(C(C)O)(CC(C=O)=O)O)=O	1	Knoevenagel H	188.068473484
2037_0	C(C)=O	-1	Knoevenagel H	44.026214748
2037_0	C(CC(C(CC=O)O)=O)=O	-1	Knoevenagel H	144.042258736
2037_0	C(C(C(C)O)(CC=O)O)(CC=O)=O	1	Knoevenagel H	188.068473484
2039_0	C(C)=O	-1	Knoevenagel H	44.026214748
2039_0	C(C(CC(C(C)=O)=O)O)=O	-1	Knoevenagel H	144.042258736
2039_0	C(C(C(C)O)(CC(C(C)=O)=O)O)=O	1	Knoevenagel H	188.068473484
2041_0	C(C)=O	-1	Knoevenagel H	44.026214748
2041_0	C(CC(CC(C=O)O)=O)=O	-1	Knoevenagel H	144.042258736
2041_0	C(C(C(C)O)(CC(CC=O)=O)O)=O	1	Knoevenagel H	188.068473484
2043_0	C(C)=O	-1	Knoevenagel H	44.026214748
2043_0	C(C(C=CC(CO)=O)O)=O	-1	Knoevenagel H	144.042258736
2043_0	C(C(C=CC(CO)=O)(C(C)O)O)=O	1	Knoevenagel H	188.068473484
2045_0	C(CO)(C(CO)O)=O	-1	Knoevenagel H	120.04225873600001
2045_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
2045_0	C(C(C(CO)(C(CO)O)O)O)(O)=O	1	Knoevenagel H	196.05830272400001
2047_0	C(CO)=O	-1	Knoevenagel H	60.021129368000004
2047_0	C(C(CC(CO)=O)O)=O	-1	Knoevenagel H	132.042258736
2047_0	C(C(C(CO)O)(CC(CO)=O)O)=O	1	Knoevenagel H	192.063388104
2049_0	C(CO)=O	-1	Knoevenagel H	60.021129368000004
2049_0	C(CC(C=O)O)=O	-1	Knoevenagel H	102.031694052
2049_0	C(C(C(CO)O)(CC=O)O)=O	1	Knoevenagel H	162.05282342
2050_0	C(CO)=O	-1	Knoevenagel H	60.021129368000004
2050_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
2050_0	C(C(C(CO)O)O)(O)=O	1	Knoevenagel H	136.03717335599998
2051_0	C(C(C(CO)O)O)=O	-1	Knoevenagel H	120.04225873600001
2051_0	C(CO)(O)=O	-1	Knoevenagel H	76.01604398799999
2051_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Knoevenagel H	196.05830272400001
2053_0	C(CC(C=O)O)(C(CO)O)=O	-1	Knoevenagel H	162.05282342
2053_0	C=O	-1	Knoevenagel H	30.010564684
2053_0	C(C(CO)(CC(C(CO)O)=O)O)=O	1	Knoevenagel H	192.063388104
2054_0	C(C(C(CO)O)O)(O)=O	-1	Knoevenagel H (inv)	136.03717335599998
2054_0	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
2054_0	C(CO)(O)=O	1	Knoevenagel H (inv)	76.01604398799999
2055_0	C(C(C(C(O)=O)O)O)(CCO)=O	-1	Knoevenagel H (inv)	178.04773803999998
2055_0	C(C(CCO)=O)=O	1	Knoevenagel H (inv)	102.031694052
2055_0	C(CO)(O)=O	1	Knoevenagel H (inv)	76.01604398799999
2056_0	C(C(C(CC(CO)=O)O)O)(O)=O	-1	Knoevenagel H (inv)	178.04773803999998
2056_0	C(CC(CO)=O)=O	1	Knoevenagel H (inv)	102.031694052
2056_0	C(CO)(O)=O	1	Knoevenagel H (inv)	76.01604398799999
2057_0	C(C(C(C(C(C)=O)O)O)O)(O)=O	-1	Knoevenagel H (inv)	178.04773803999998
2057_0	C(C(C(C)=O)O)=O	1	Knoevenagel H (inv)	102.031694052
2057_0	C(CO)(O)=O	1	Knoevenagel H (inv)	76.01604398799999
2058_0	C(CC(C(C(C(O)=O)O)O)O)=O	-1	Knoevenagel H (inv)	178.04773803999998
2058_0	C(CC(C=O)O)=O	1	Knoevenagel H (inv)	102.031694052
2058_0	C(CO)(O)=O	1	Knoevenagel H (inv)	76.01604398799999
2060_0	C1(C(C(C(C(CO)O)O1)O)O)=O	-1	Knoevenagel H (inv)	178.04773804
2060_0	C(C(C(CO)O)OC(CO)=O)=O	1	Knoevenagel H (inv)	178.04773804
2062_0	C1(C(C(C(C(CO)O1)O)O)O)=O	-1	Knoevenagel H (inv)	178.04773804
2062_0	C(C(C(CO)OC(CO)=O)O)=O	1	Knoevenagel H (inv)	178.04773804
2064_0	C1(C(C(C(C(CO1)O)O)O)O)=O	-1	Knoevenagel H (inv)	178.04773804
2064_0	C(C(C(COC(CO)=O)O)O)=O	1	Knoevenagel H (inv)	178.04773804
2066_0	C1(C(C(C(C1CO)O)O)O)=O	-1	Elimination + enol to keto	162.05282342
2066_0	O	1	Elimination + enol to keto	18.010564684
2066_0	C1(CC(C(C1CO)=O)O)=O	1	Elimination + enol to keto	144.042258736
2068_0	C1(C(C(C(C1CO)O)O)O)=O	-1	Elimination + enol to keto	162.05282342
2068_0	O	1	Elimination + enol to keto	18.010564684
2068_0	C1(C(CO)CC(C1O)=O)=O	1	Elimination + enol to keto	144.042258736
2069_0	C1(C(C(C(C1CO)O)O)O)=O	-1	Elimination + enol to keto	162.05282342
2069_0	O	1	Elimination + enol to keto	18.010564684
2069_0	C1(C(CO)C(C(C1)=O)O)=O	1	Elimination + enol to keto	144.042258736
2070_0	C1(C(C(C(C1CO)O)O)O)=O	-1	Elimination + enol to keto	162.05282342
2070_0	O	1	Elimination + enol to keto	18.010564684
2070_0	C1(C(CC(C1CO)O)=O)=O	1	Elimination + enol to keto	144.042258736
2071_0	C1(C(C(C(C(C1)O)O)O)O)=O	-1	Elimination + enol to keto	162.05282342
2071_0	O	1	Elimination + enol to keto	18.010564684
2071_0	C1(CC(CC(C1O)=O)O)=O	1	Elimination + enol to keto	144.042258736
2072_0	C1(C(C(C(C(C1)O)O)O)O)=O	-1	Elimination + enol to keto	162.05282342
2072_0	O	1	Elimination + enol to keto	18.010564684
2072_0	C1(CC(C(C(C1)=O)O)O)=O	1	Elimination + enol to keto	144.042258736
2073_0	C1(C(C(C(C(C1)O)O)O)O)=O	-1	Elimination + enol to keto	162.05282342
2073_0	O	1	Elimination + enol to keto	18.010564684
2073_0	C1(CC(C(CC1O)=O)O)=O	1	Elimination + enol to keto	144.042258736
2074_0	C1(C(C(C(C(C1)O)O)O)O)=O	-1	Elimination + enol to keto	162.05282342
2074_0	O	1	Elimination + enol to keto	18.010564684
2074_0	C1(CCC(C(C1O)O)=O)=O	1	Elimination + enol to keto	144.042258736
2075_0	C1(C(C(C(C(C1)O)O)O)O)=O	-1	Elimination + enol to keto	162.05282342
2075_0	O	1	Elimination + enol to keto	18.010564684
2075_0	C1(C(CC(C(C1)O)O)=O)=O	1	Elimination + enol to keto	144.042258736
2076_0	C(C1C(C(C(C1O)O)O)O)=O	-1	Elimination + enol to keto	162.05282342
2076_0	O	1	Elimination + enol to keto	18.010564684
2076_0	C(C1C(CC(C1O)O)=O)=O	1	Elimination + enol to keto	144.042258736
2077_0	C(C1C(C(C(C1O)O)O)O)=O	-1	Elimination + enol to keto	162.05282342
2077_0	O	1	Elimination + enol to keto	18.010564684
2077_0	C(C1C(C(C(C1)=O)O)O)=O	1	Elimination + enol to keto	144.042258736
2078_0	C(C1C(C(C(C1O)O)O)O)=O	-1	Elimination + enol to keto	162.05282342
2078_0	O	1	Elimination + enol to keto	18.010564684
2078_0	C(C1C(CC(C1O)=O)O)=O	1	Elimination + enol to keto	144.042258736
2079_0	C(C(CC(C(CO)O)O)O)(O)=O	-1	Elimination + enol to keto	180.06338810399998
2079_0	O	1	Elimination + enol to keto	18.010564684
2079_0	C(CC(C(O)=O)O)(CCO)=O	1	Elimination + enol to keto	162.05282342
2080_0	C(C(CC(C(CO)O)O)O)(O)=O	-1	Elimination + enol to keto	180.06338810399998
2080_0	O	1	Elimination + enol to keto	18.010564684
2080_0	C(C(CCC(CO)=O)O)(O)=O	1	Elimination + enol to keto	162.05282342
2081_0	C(C(CC(C(CO)O)O)O)(O)=O	-1	Elimination + enol to keto	180.06338810399998
2081_0	O	1	Elimination + enol to keto	18.010564684
2081_0	C(C(CC(C(C)=O)O)O)(O)=O	1	Elimination + enol to keto	162.05282341999998
2082_0	C(C(CC(C(CO)O)O)O)(O)=O	-1	Elimination + enol to keto	180.06338810399998
2082_0	O	1	Elimination + enol to keto	18.010564684
2082_0	C(CC(CC(C(O)=O)O)O)=O	1	Elimination + enol to keto	162.05282342
2083_0	C(C(C(C(C(CO)O)O)O)=O)=O	-1	Elimination + enol to keto	178.04773804
2083_0	O	1	Elimination + enol to keto	18.010564684
2083_0	C(C(C(CC(CO)O)=O)=O)=O	1	Elimination + enol to keto	160.037173356
2084_0	C(C(C(C(C(CO)O)O)O)=O)=O	-1	Elimination + enol to keto	178.04773804
2084_0	O	1	Elimination + enol to keto	18.010564684
2084_0	C(C(CO)O)(CC(C=O)=O)=O	1	Elimination + enol to keto	160.037173356
2085_0	C(C(C(C(C(CO)O)O)O)=O)=O	-1	Elimination + enol to keto	178.04773804
2085_0	O	1	Elimination + enol to keto	18.010564684
2085_0	C(CCO)(C(C(C=O)=O)O)=O	1	Elimination + enol to keto	160.037173356
2086_0	C(C(C(C(C(CO)O)O)O)=O)=O	-1	Elimination + enol to keto	178.04773804
2086_0	O	1	Elimination + enol to keto	18.010564684
2086_0	C(CO)(CC(C(C=O)=O)O)=O	1	Elimination + enol to keto	160.037173356
2087_0	C(C(C(C(C(CO)O)O)O)=O)=O	-1	Elimination + enol to keto	178.04773804
2087_0	O	1	Elimination + enol to keto	18.010564684
2087_0	C(C)(C(C(C(C=O)=O)O)O)=O	1	Elimination + enol to keto	160.037173356
2088_0	C(C(C(C(C(CO)O)O)O)=O)=O	-1	Elimination + enol to keto	178.04773804
2088_0	O	1	Elimination + enol to keto	18.010564684
2088_0	C(CC(C(C(C=O)=O)O)O)=O	1	Elimination + enol to keto	160.037173356
2089_0	C(C(CO)O)=O	-1	Elimination + enol to keto	90.031694052
2089_0	O	1	Elimination + enol to keto	18.010564684
2089_0	C(C(C)=O)=O	1	Elimination + enol to keto	72.021129368
2090_0	C(C(CO)O)=O	-1	Elimination + enol to keto	90.031694052
2090_0	O	1	Elimination + enol to keto	18.010564684
2090_0	C(CC=O)=O	1	Elimination + enol to keto	72.021129368
2091_0	C(C)(C(CO)O)=O	-1	Elimination + enol to keto	104.047344116
2091_0	O	1	Elimination + enol to keto	18.010564684
2091_0	C(C(C)=O)(C)=O	1	Elimination + enol to keto	86.036779432
