Source,Target,R or P,Reaction Name,Mass
C=O,14649_0,-1,Knoevenagel H,30.010564684
C(CC(C(O)=O)O)(CCO)=O,14649_0,-1,Knoevenagel H,162.05282342
C=O,14651_0,-1,Knoevenagel H,30.010564684
C(C(CCC(CO)=O)O)(O)=O,14651_0,-1,Knoevenagel H,162.05282342
C=O,14653_0,-1,Knoevenagel H,30.010564684
C(C(CC(C(C)=O)O)O)(O)=O,14653_0,-1,Knoevenagel H,162.05282341999998
C=O,14654_0,-1,Knoevenagel H,30.010564684
C(C(CC(C(C)=O)O)O)(O)=O,14654_0,-1,Knoevenagel H,162.05282341999998
C=O,14656_0,-1,Knoevenagel H,30.010564684
C(CC(CC(C(O)=O)O)O)=O,14656_0,-1,Knoevenagel H,162.05282342
C=O,14657_0,-1,Knoevenagel H,30.010564684
C(C(C)(CC(C=O)O)O)(O)=O,14657_0,-1,Knoevenagel H,162.05282341999998
C=O,14659_0,-1,Knoevenagel H,30.010564684
C(C(C=CC(CO)O)O)(O)=O,14659_0,-1,Knoevenagel H,162.05282342
C=O,14661_0,-1,Knoevenagel H,30.010564684
C(CO)(CC(C(C=O)=O)O)=O,14661_0,-1,Knoevenagel H,160.037173356
C=O,14662_0,-1,Knoevenagel H,30.010564684
C(CC(C(CO)=O)O)=O,14662_0,-1,Knoevenagel H,132.042258736
C=O,14663_0,-1,Knoevenagel H,30.010564684
C(C(C(C)O)=O)=O,14663_0,-1,Knoevenagel H,102.031694052
C=O,14664_0,-1,Knoevenagel H,30.010564684
C(CO)(C(C)O)=O,14664_0,-1,Knoevenagel H,104.047344116
C=O,14665_0,-1,Knoevenagel H,30.010564684
C(C(CCO)O)=O,14665_0,-1,Knoevenagel H,104.047344116
C=O,14666_0,-1,Knoevenagel H,30.010564684
C(C(CC(CO)=O)O)(O)=O,14666_0,-1,Knoevenagel H,148.03717335599998
C=O,14667_0,-1,Knoevenagel H,30.010564684
C(CC(C=O)O)(O)=O,14667_0,-1,Knoevenagel H,118.026608672
C=O,14668_0,-1,Knoevenagel H,30.010564684
C(C(CO)OC(C(C)=O)O)=O,14668_0,-1,Knoevenagel H,162.05282342
C=O,14670_0,-1,Knoevenagel H,30.010564684
C(C)(C(CO)OC(C=O)O)=O,14670_0,-1,Knoevenagel H,162.05282342
C=O,14671_0,-1,Knoevenagel H,30.010564684
C(C(COC(C(C)=O)O)O)=O,14671_0,-1,Knoevenagel H,162.05282342
C=O,14673_0,-1,Knoevenagel H,30.010564684
C(C)(C(COC(C=O)O)O)=O,14673_0,-1,Knoevenagel H,162.05282342
C=O,14675_0,-1,Knoevenagel H,30.010564684
C(CO)(CCOC(C=O)O)=O,14675_0,-1,Knoevenagel H,162.05282342
C=O,14677_0,-1,Knoevenagel H,30.010564684
C(C(CC(OCC=O)O)O)=O,14677_0,-1,Knoevenagel H,162.05282342
C=O,14679_0,-1,Knoevenagel H,30.010564684
C1(C(C(C(CO)C1O)O)O)=O,14679_0,-1,Knoevenagel H,162.05282342
C=O,14680_0,-1,Knoevenagel H,30.010564684
C(C(CC(C=O)O)O)=O,14680_0,-1,Knoevenagel H,132.042258736
C=O,14682_0,-1,Knoevenagel H,30.010564684
C(C(C(C(C)O)=O)O)=O,14682_0,-1,Knoevenagel H,132.042258736
C=O,14684_0,-1,Knoevenagel H,30.010564684
C(C(C)O)=O,14684_0,-1,Knoevenagel H,74.036779432
C=O,14685_0,-1,Knoevenagel H,30.010564684
C(C(CO)=O)(C(CCO)O)=O,14685_0,-1,Knoevenagel H,162.05282342
C=O,14686_0,-1,Knoevenagel H,30.010564684
C(C(C)O)(C(C(CO)=O)O)=O,14686_0,-1,Knoevenagel H,162.05282342
C=O,14687_0,-1,Knoevenagel H,30.010564684
C(C(CC(C(CO)O)O)O)=O,14687_0,-1,Knoevenagel H,164.068473484
C=O,14688_0,-1,Knoevenagel H,30.010564684
C(C(CCO)O)(C(CO)O)=O,14688_0,-1,Knoevenagel H,164.068473484
C=O,14689_0,-1,Knoevenagel H,30.010564684
C(CO)(C(CC(CO)O)O)=O,14689_0,-1,Knoevenagel H,164.068473484
C=O,14690_0,-1,Knoevenagel H,30.010564684
C(C(C(CO)O)O)(C(C)O)=O,14690_0,-1,Knoevenagel H,164.068473484
C=O,14692_0,-1,Knoevenagel H,30.010564684
C(C(CCC(C=O)=O)O)=O,14692_0,-1,Knoevenagel H,144.042258736
C=O,14694_0,-1,Knoevenagel H,30.010564684
C(C(C)O)(CC(C=O)=O)=O,14694_0,-1,Knoevenagel H,144.042258736
C=O,14696_0,-1,Knoevenagel H,30.010564684
C(CC(C(C(C)=O)=O)O)=O,14696_0,-1,Knoevenagel H,144.042258736
C=O,14698_0,-1,Knoevenagel H,30.010564684
C(CC(C(C(C)O)=O)=O)=O,14698_0,-1,Knoevenagel H,144.042258736
C=O,14700_0,-1,Knoevenagel H,30.010564684
C(C)(CC(C(C=O)=O)O)=O,14700_0,-1,Knoevenagel H,144.042258736
C=O,14702_0,-1,Knoevenagel H,30.010564684
C(CCC(C(C=O)=O)O)=O,14702_0,-1,Knoevenagel H,144.042258736
C=O,14704_0,-1,Knoevenagel H,30.010564684
C1(C(CC(C(CO)O)O1)O)=O,14704_0,-1,Knoevenagel H,162.05282342
C=O,14706_0,-1,Knoevenagel H,30.010564684
C1(C(CC(C(CO)O1)O)O)=O,14706_0,-1,Knoevenagel H,162.05282342
C=O,14708_0,-1,Knoevenagel H,30.010564684
C1(C(CO)OC(CC1O)O)=O,14708_0,-1,Knoevenagel H,162.05282342
C=O,14710_0,-1,Knoevenagel H,30.010564684
C1(C(O)OC(CO)CC1O)=O,14710_0,-1,Knoevenagel H,162.05282342
C=O,14712_0,-1,Knoevenagel H,30.010564684
C1(C(O)OC(CO)CC1O)=O,14712_0,-1,Knoevenagel H,162.05282342
C=O,14714_0,-1,Knoevenagel H,30.010564684
C1(C(CC(C(CO1)O)O)O)=O,14714_0,-1,Knoevenagel H,162.05282342
C=O,14716_0,-1,Knoevenagel H,30.010564684
C1(C(CC(O)OCC1O)O)=O,14716_0,-1,Knoevenagel H,162.05282342
C=O,14718_0,-1,Knoevenagel H,30.010564684
C1(C(O)OCC(CC1O)O)=O,14718_0,-1,Knoevenagel H,162.05282342
C=O,14720_0,-1,Knoevenagel H,30.010564684
C1(C(O)OCC(CC1O)O)=O,14720_0,-1,Knoevenagel H,162.05282342
C=O,14722_0,-1,Knoevenagel H,30.010564684
C1(COC(C(CC1O)O)O)=O,14722_0,-1,Knoevenagel H,162.05282342
C=O,14724_0,-1,Knoevenagel H,30.010564684
C1(C(CCOC(C1O)O)O)=O,14724_0,-1,Knoevenagel H,162.05282342
C=O,14726_0,-1,Knoevenagel H,30.010564684
C(C(C(C=O)=O)O)=CCO,14726_0,-1,Knoevenagel H,144.042258736
C=O,14728_0,-1,Knoevenagel H,30.010564684
C(CO)(C(C=CC=O)O)=O,14728_0,-1,Knoevenagel H,144.042258736
C=O,14730_0,-1,Knoevenagel H,30.010564684
C(C(C(C(C=C)O)=O)O)=O,14730_0,-1,Knoevenagel H,144.042258736
C=O,14731_0,-1,Knoevenagel H,30.010564684
C(C(C=CC(C=O)O)O)=O,14731_0,-1,Knoevenagel H,144.042258736
C=O,14732_0,-1,Knoevenagel H,30.010564684
C(CC(C(CCO)O)=O)=O,14732_0,-1,Knoevenagel H,146.0579088
C=O,14733_0,-1,Knoevenagel H,30.010564684
C(CC(C=O)O)(CCO)=O,14733_0,-1,Knoevenagel H,146.0579088
C=O,14734_0,-1,Knoevenagel H,30.010564684
C(C(CC=O)O)(O)=O,14734_0,-1,Knoevenagel H,118.026608672
C=O,14735_0,-1,Knoevenagel H,30.010564684
C(C)(C(CC(C(O)=O)=O)O)=O,14735_0,-1,Knoevenagel H,160.03717335599998
C=O,14736_0,-1,Knoevenagel H,30.010564684
C(CC(C(CC=O)O)=O)(O)=O,14736_0,-1,Knoevenagel H,160.037173356
C=O,14737_0,-1,Knoevenagel H,30.010564684
C(CC(C(CC(O)=O)O)=O)=O,14737_0,-1,Knoevenagel H,160.037173356
C=O,14738_0,-1,Knoevenagel H,30.010564684
C(C(CC(C(C)=O)=O)O)(O)=O,14738_0,-1,Knoevenagel H,160.03717335599998
C=O,14739_0,-1,Knoevenagel H,30.010564684
C(CC(CC(C(O)=O)O)=O)=O,14739_0,-1,Knoevenagel H,160.03717335599998
C=O,14740_0,-1,Knoevenagel H,30.010564684
C(CC(CC(C=O)O)=O)(O)=O,14740_0,-1,Knoevenagel H,160.03717335599998
C=O,14741_0,-1,Knoevenagel H,30.010564684
C(C(C=CC(CO)=O)O)(O)=O,14741_0,-1,Knoevenagel H,160.03717335599998
C=O,14742_0,-1,Knoevenagel H,30.010564684
C1(C(CC(C1(CO)O)O)O)=O,14742_0,-1,Knoevenagel H,162.05282342
C=O,14743_0,-1,Knoevenagel H,30.010564684
C1(CC(C(C1CO)=O)O)=O,14743_0,-1,Knoevenagel H,144.042258736
C=O,14745_0,-1,Knoevenagel H,30.010564684
C(C)(C1CC(C(O)O1)=O)=O,14745_0,-1,Knoevenagel H,144.042258736
C=O,14747_0,-1,Knoevenagel H,30.010564684
C(C)(C1CC(C(O)O1)=O)=O,14747_0,-1,Knoevenagel H,144.042258736
C=O,14749_0,-1,Knoevenagel H,30.010564684
C(CC1CC(C(O)O1)=O)=O,14749_0,-1,Knoevenagel H,144.042258736
C=O,14751_0,-1,Knoevenagel H,30.010564684
C(CC1C(CC(O1)O)=O)=O,14751_0,-1,Knoevenagel H,144.042258736
C=O,14753_0,-1,Knoevenagel H,30.010564684
C1(CC(C(CCO1)=O)O)=O,14753_0,-1,Knoevenagel H,144.042258736
C=O,14755_0,-1,Knoevenagel H,30.010564684
C1(COCC(CC1O)=O)=O,14755_0,-1,Knoevenagel H,144.042258736
C=O,14757_0,-1,Knoevenagel H,30.010564684
C1(CCOC(C(C1)=O)O)=O,14757_0,-1,Knoevenagel H,144.042258736
C=O,14759_0,-1,Knoevenagel H,30.010564684
C1(COC(C(CC1)=O)O)=O,14759_0,-1,Knoevenagel H,144.042258736
C=O,14761_0,-1,Knoevenagel H,30.010564684
C1(C(O)OCC1)=O,14761_0,-1,Knoevenagel H,102.031694052
C=O,14763_0,-1,Knoevenagel H,30.010564684
C(CC1C(C(CO1)O)=O)=O,14763_0,-1,Knoevenagel H,144.042258736
C=O,14765_0,-1,Knoevenagel H,30.010564684
C(C(C1CC(CO1)O)=O)=O,14765_0,-1,Knoevenagel H,144.042258736
C=O,14767_0,-1,Knoevenagel H,30.010564684
C(C1C(CC(C=O)O1)O)=O,14767_0,-1,Knoevenagel H,144.042258736
C=O,14769_0,-1,Knoevenagel H,30.010564684
C1(CC(C=O)OC1(C)O)=O,14769_0,-1,Knoevenagel H,144.042258736
C=O,14771_0,-1,Knoevenagel H,30.010564684
C(C1C(C(C(C)O1)=O)O)=O,14771_0,-1,Knoevenagel H,144.042258736
C=O,14773_0,-1,Knoevenagel H,30.010564684
C1(CC(C=O)OC(C1)O)=O,14773_0,-1,Knoevenagel H,144.042258736
C=O,14775_0,-1,Knoevenagel H,30.010564684
C1(CC(C(OC1CO)=O)O)=O,14775_0,-1,Knoevenagel H,160.037173356
C=O,14777_0,-1,Knoevenagel H,30.010564684
C1(CC(C(OCC1O)=O)O)=O,14777_0,-1,Knoevenagel H,160.037173356
C=O,14779_0,-1,Knoevenagel H,30.010564684
C1C(CO)OC(C(C=1)=O)O,14779_0,-1,Knoevenagel H,144.042258736
C=O,14781_0,-1,Knoevenagel H,30.010564684
C1C(COC(C(C=1)=O)O)O,14781_0,-1,Knoevenagel H,144.042258736
C=O,14783_0,-1,Knoevenagel H,30.010564684
C(C1C=CC(CO)(O1)O)=O,14783_0,-1,Knoevenagel H,144.042258736
C=O,14785_0,-1,Knoevenagel H,30.010564684
C(C1CC(C(CO)(O1)O)O)=O,14785_0,-1,Knoevenagel H,162.05282342
C=O,14787_0,-1,Knoevenagel H,30.010564684
C(CO)(C1CC(C(O1)O)O)=O,14787_0,-1,Knoevenagel H,162.05282342
C=O,14789_0,-1,Knoevenagel H,30.010564684
C1(C(CCO)OC(C1O)O)=O,14789_0,-1,Knoevenagel H,162.05282342
C=O,14791_0,-1,Knoevenagel H,30.010564684
C1(COC(CO)(CC1O)O)=O,14791_0,-1,Knoevenagel H,162.05282342
C=O,14793_0,-1,Knoevenagel H,30.010564684
C(C1CC(C(C(O1)O)O)O)=O,14793_0,-1,Knoevenagel H,162.05282342
C=O,14795_0,-1,Knoevenagel H,30.010564684
C1(C(C)OC(C(C1O)O)O)=O,14795_0,-1,Knoevenagel H,162.05282342
C(C(CCO)=O)=O,14796_0,-1,Knoevenagel H,102.031694052
C(C(C)O)(O)=O,14796_0,-1,Knoevenagel H,90.03169405199999
C(C(CCO)=O)=O,14797_0,-1,Knoevenagel H,102.031694052
C(C(C)O)(O)=O,14797_0,-1,Knoevenagel H,90.03169405199999
C(C(CCO)=O)=O,14798_0,-1,Knoevenagel H,102.031694052
C(C(C)O)=O,14798_0,-1,Knoevenagel H,74.036779432
C(C(CCO)=O)=O,14799_0,-1,Knoevenagel H,102.031694052
C(C(C)O)=O,14799_0,-1,Knoevenagel H,74.036779432
C(CO)(CCO)=O,14801_0,-1,Knoevenagel H,104.047344116
C(C(C)O)(O)=O,14801_0,-1,Knoevenagel H,90.03169405199999
C(CO)(CCO)=O,14803_0,-1,Knoevenagel H,104.047344116
C(C(C)O)=O,14803_0,-1,Knoevenagel H,74.036779432
C(C(C=O)O)=O,14805_0,-1,Knoevenagel H,88.016043988
C(C(C)O)(O)=O,14805_0,-1,Knoevenagel H,90.03169405199999
C(C(C=O)O)=O,14807_0,-1,Knoevenagel H,88.016043988
C(C(C(C)O)=O)=O,14807_0,-1,Knoevenagel H,102.031694052
C(C(C=O)O)=O,14808_0,-1,Knoevenagel H,88.016043988
C(CO)(C(C)O)=O,14808_0,-1,Knoevenagel H,104.047344116
C(C(C=O)O)=O,14809_0,-1,Knoevenagel H,88.016043988
C(C(CCO)O)=O,14809_0,-1,Knoevenagel H,104.047344116
C(C(C=O)O)=O,14810_0,-1,Knoevenagel H,88.016043988
C(C(C)O)=O,14810_0,-1,Knoevenagel H,74.036779432
C(C(C=O)O)=O,14812_0,-1,Knoevenagel H,88.016043988
C1(C(O)OCC1)=O,14812_0,-1,Knoevenagel H,102.031694052
C(C)(CO)=O,14814_0,-1,Knoevenagel H,74.036779432
C(CC(C(C)=O)O)=O,14814_0,-1,Knoevenagel H,116.047344116
C(C)(CO)=O,14816_0,-1,Knoevenagel H,74.036779432
C(C(C)O)(O)=O,14816_0,-1,Knoevenagel H,90.03169405199999
C(C)(CO)=O,14818_0,-1,Knoevenagel H,74.036779432
C(C(CCO)O)(O)=O,14818_0,-1,Knoevenagel H,120.042258736
C(C)(CO)=O,14820_0,-1,Knoevenagel H,74.036779432
C(C(C(C)O)=O)=O,14820_0,-1,Knoevenagel H,102.031694052
C(C)(CO)=O,14822_0,-1,Knoevenagel H,74.036779432
C(CO)(C(C)O)=O,14822_0,-1,Knoevenagel H,104.047344116
C(C)(CO)=O,14823_0,-1,Knoevenagel H,74.036779432
C(C(CCO)O)=O,14823_0,-1,Knoevenagel H,104.047344116
C(C)(CO)=O,14824_0,-1,Knoevenagel H,74.036779432
C(CC(C=O)O)(O)=O,14824_0,-1,Knoevenagel H,118.026608672
C(C)(CO)=O,14826_0,-1,Knoevenagel H,74.036779432
C(C(C)O)=O,14826_0,-1,Knoevenagel H,74.036779432
C(C)(CO)=O,14827_0,-1,Knoevenagel H,74.036779432
C(C(CC=O)O)(O)=O,14827_0,-1,Knoevenagel H,118.026608672
C(C)(CO)=O,14829_0,-1,Knoevenagel H,74.036779432
C1(C(O)OCC1)=O,14829_0,-1,Knoevenagel H,102.031694052
C(CC(C=O)O)=O,14831_0,-1,Knoevenagel H,102.031694052
C(CCO)=O,14831_0,-1,Knoevenagel H,74.036779432
C(CC(C=O)O)=O,14833_0,-1,Knoevenagel H,102.031694052
C(CC(C)O)=O,14833_0,-1,Knoevenagel H,88.052429496
C(CC(C=O)O)=O,14835_0,-1,Knoevenagel H,102.031694052
C(C(C)O)(O)=O,14835_0,-1,Knoevenagel H,90.03169405199999
C(CC(C=O)O)=O,14837_0,-1,Knoevenagel H,102.031694052
C(C(C)O)(O)=O,14837_0,-1,Knoevenagel H,90.03169405199999
C(CC(C=O)O)=O,14838_0,-1,Knoevenagel H,102.031694052
C(C(CO)=O)=O,14838_0,-1,Knoevenagel H,88.016043988
C(CC(C=O)O)=O,14839_0,-1,Knoevenagel H,102.031694052
C(C(CO)=O)=O,14839_0,-1,Knoevenagel H,88.016043988
C(CC(C=O)O)=O,14841_0,-1,Knoevenagel H,102.031694052
C(CC=O)=O,14841_0,-1,Knoevenagel H,72.021129368
C(CC(C=O)O)=O,14842_0,-1,Knoevenagel H,102.031694052
C(C(C)=O)(O)=O,14842_0,-1,Knoevenagel H,88.01604398799999
C(CC(C=O)O)=O,14844_0,-1,Knoevenagel H,102.031694052
C(=O)=O,14844_0,-1,Knoevenagel H,43.98982924
C(CC(C=O)O)=O,14845_0,-1,Knoevenagel H,102.031694052
C(C(O)=O)=O,14845_0,-1,Knoevenagel H,74.000393924
C(CC(C=O)O)=O,14847_0,-1,Knoevenagel H,102.031694052
C(C(C)=O)(C)=O,14847_0,-1,Knoevenagel H,86.036779432
C(CC(C=O)O)=O,14849_0,-1,Knoevenagel H,102.031694052
C(CC(C)=O)=O,14849_0,-1,Knoevenagel H,86.036779432
C(CC(C=O)O)=O,14850_0,-1,Knoevenagel H,102.031694052
C(CC(C)=O)=O,14850_0,-1,Knoevenagel H,86.036779432
C(CC(C=O)O)=O,14851_0,-1,Knoevenagel H,102.031694052
C=CC(C=O)=O,14851_0,-1,Knoevenagel H,84.021129368
C(CC(C=O)O)=O,14853_0,-1,Knoevenagel H,102.031694052
C=CC(C=O)=O,14853_0,-1,Knoevenagel H,84.021129368
C(CC(C=O)O)=O,14855_0,-1,Knoevenagel H,102.031694052
C=CC(CO)=O,14855_0,-1,Knoevenagel H,86.036779432
C(CC(C=O)O)=O,14857_0,-1,Knoevenagel H,102.031694052
C(C=CC=O)=O,14857_0,-1,Knoevenagel H,84.021129368
C(CC(C=O)O)=O,14858_0,-1,Knoevenagel H,102.031694052
C(C(C)O)=O,14858_0,-1,Knoevenagel H,74.036779432
C(CC(C=O)O)=O,14860_0,-1,Knoevenagel H,102.031694052
C(C(C)O)=O,14860_0,-1,Knoevenagel H,74.036779432
C(CC(C=O)O)=O,14862_0,-1,Knoevenagel H,102.031694052
C(C(C)O)=O,14862_0,-1,Knoevenagel H,74.036779432
C(C(C(C=O)O)O)=O,14863_0,-1,Knoevenagel H,118.026608672
C(C(C)O)=O,14863_0,-1,Knoevenagel H,74.036779432
C(C)=O,14865_0,-1,Knoevenagel H,44.026214748
C1(C(CO)C(C(C1)=O)O)=O,14865_0,-1,Knoevenagel H,144.042258736
C(C)=O,14866_0,-1,Knoevenagel H,44.026214748
C1(CC(C(CC1O)=O)O)=O,14866_0,-1,Knoevenagel H,144.042258736
C(C)=O,14867_0,-1,Knoevenagel H,44.026214748
C(C1(CC(C(C1)=O)O)O)=O,14867_0,-1,Knoevenagel H,144.042258736
C(C)=O,14868_0,-1,Knoevenagel H,44.026214748
C(C1C(CC(C1O)=O)O)=O,14868_0,-1,Knoevenagel H,144.042258736
C(C)=O,14869_0,-1,Knoevenagel H,44.026214748
C(C1C(C(CC1O)O)=O)=O,14869_0,-1,Knoevenagel H,144.042258736
C(C)=O,14870_0,-1,Knoevenagel H,44.026214748
C(C(CC(C=O)=O)O)=O,14870_0,-1,Knoevenagel H,130.026608672
C(C)=O,14871_0,-1,Knoevenagel H,44.026214748
C(C)(C(CC(CO)=O)O)=O,14871_0,-1,Knoevenagel H,146.0579088
C(C)=O,14873_0,-1,Knoevenagel H,44.026214748
C(CC(C(C)=O)O)=O,14873_0,-1,Knoevenagel H,116.047344116
C(C)=O,14874_0,-1,Knoevenagel H,44.026214748
C(C(CO)C(C=O)O)=O,14874_0,-1,Knoevenagel H,132.042258736
C(C)=O,14875_0,-1,Knoevenagel H,44.026214748
C(CC(C(CCO)=O)O)=O,14875_0,-1,Knoevenagel H,146.0579088
C(C)=O,14876_0,-1,Knoevenagel H,44.026214748
C(C(C(C)O)C(C=O)O)=O,14876_0,-1,Knoevenagel H,146.0579088
C(C)=O,14877_0,-1,Knoevenagel H,44.026214748
C(CC(CC(C=O)O)O)=O,14877_0,-1,Knoevenagel H,146.0579088
C(C)=O,14879_0,-1,Knoevenagel H,44.026214748
C(C(C)O)(O)=O,14879_0,-1,Knoevenagel H,90.03169405199999
C(C)=O,14881_0,-1,Knoevenagel H,44.026214748
C(C(CCO)O)(O)=O,14881_0,-1,Knoevenagel H,120.042258736
C(C)=O,14883_0,-1,Knoevenagel H,44.026214748
C(CC(C(CO)=O)O)=O,14883_0,-1,Knoevenagel H,132.042258736
C(C)=O,14885_0,-1,Knoevenagel H,44.026214748
C(C(C(C)O)=O)=O,14885_0,-1,Knoevenagel H,102.031694052
C(C)=O,14887_0,-1,Knoevenagel H,44.026214748
C(CO)(C(C)O)=O,14887_0,-1,Knoevenagel H,104.047344116
C(C)=O,14888_0,-1,Knoevenagel H,44.026214748
C(C(CCO)O)=O,14888_0,-1,Knoevenagel H,104.047344116
C(C)=O,14889_0,-1,Knoevenagel H,44.026214748
C(C(CC(CO)=O)O)(O)=O,14889_0,-1,Knoevenagel H,148.03717335599998
C(C)=O,14890_0,-1,Knoevenagel H,44.026214748
C(CC(C=O)O)(O)=O,14890_0,-1,Knoevenagel H,118.026608672
C(C)=O,14891_0,-1,Knoevenagel H,44.026214748
C(C(CC(C=O)O)O)=O,14891_0,-1,Knoevenagel H,132.042258736
C(C)=O,14893_0,-1,Knoevenagel H,44.026214748
C(C(C(C(C)O)=O)O)=O,14893_0,-1,Knoevenagel H,132.042258736
C(C)=O,14895_0,-1,Knoevenagel H,44.026214748
C(C(C)O)=O,14895_0,-1,Knoevenagel H,74.036779432
C(C)=O,14897_0,-1,Knoevenagel H,44.026214748
C(C(CCC(C=O)=O)O)=O,14897_0,-1,Knoevenagel H,144.042258736
C(C)=O,14899_0,-1,Knoevenagel H,44.026214748
C(C(C)O)(CC(C=O)=O)=O,14899_0,-1,Knoevenagel H,144.042258736
C(C)=O,14901_0,-1,Knoevenagel H,44.026214748
C(CC(C(C(C)=O)=O)O)=O,14901_0,-1,Knoevenagel H,144.042258736
C(C)=O,14903_0,-1,Knoevenagel H,44.026214748
C(CC(C(C(C)O)=O)=O)=O,14903_0,-1,Knoevenagel H,144.042258736
C(C)=O,14905_0,-1,Knoevenagel H,44.026214748
C(C)(CC(C(C=O)=O)O)=O,14905_0,-1,Knoevenagel H,144.042258736
C(C)=O,14907_0,-1,Knoevenagel H,44.026214748
C(CCC(C(C=O)=O)O)=O,14907_0,-1,Knoevenagel H,144.042258736
C(C)=O,14909_0,-1,Knoevenagel H,44.026214748
C(C(C(C=O)=O)O)=CCO,14909_0,-1,Knoevenagel H,144.042258736
C(C)=O,14911_0,-1,Knoevenagel H,44.026214748
C(CO)(C(C=CC=O)O)=O,14911_0,-1,Knoevenagel H,144.042258736
C(C)=O,14913_0,-1,Knoevenagel H,44.026214748
C(C(C(C(C=C)O)=O)O)=O,14913_0,-1,Knoevenagel H,144.042258736
C(C)=O,14914_0,-1,Knoevenagel H,44.026214748
C(C(C=CC(C=O)O)O)=O,14914_0,-1,Knoevenagel H,144.042258736
C(C)=O,14915_0,-1,Knoevenagel H,44.026214748
C(CC(C(CCO)O)=O)=O,14915_0,-1,Knoevenagel H,146.0579088
C(C)=O,14916_0,-1,Knoevenagel H,44.026214748
C(CC(C=O)O)(CCO)=O,14916_0,-1,Knoevenagel H,146.0579088
C(C)=O,14917_0,-1,Knoevenagel H,44.026214748
C(C(CC=O)O)(O)=O,14917_0,-1,Knoevenagel H,118.026608672
C(C)=O,14919_0,-1,Knoevenagel H,44.026214748
C1(CC(C(C1CO)=O)O)=O,14919_0,-1,Knoevenagel H,144.042258736
C(C)=O,14921_0,-1,Knoevenagel H,44.026214748
C(C)(C1CC(C(O)O1)=O)=O,14921_0,-1,Knoevenagel H,144.042258736
C(C)=O,14923_0,-1,Knoevenagel H,44.026214748
C(C)(C1CC(C(O)O1)=O)=O,14923_0,-1,Knoevenagel H,144.042258736
C(C)=O,14925_0,-1,Knoevenagel H,44.026214748
C(CC1CC(C(O)O1)=O)=O,14925_0,-1,Knoevenagel H,144.042258736
C(C)=O,14927_0,-1,Knoevenagel H,44.026214748
C(CC1C(CC(O1)O)=O)=O,14927_0,-1,Knoevenagel H,144.042258736
C(C)=O,14929_0,-1,Knoevenagel H,44.026214748
C1(CC(C(CCO1)=O)O)=O,14929_0,-1,Knoevenagel H,144.042258736
C(C)=O,14931_0,-1,Knoevenagel H,44.026214748
C1(COCC(CC1O)=O)=O,14931_0,-1,Knoevenagel H,144.042258736
C(C)=O,14933_0,-1,Knoevenagel H,44.026214748
C1(CCOC(C(C1)=O)O)=O,14933_0,-1,Knoevenagel H,144.042258736
C(C)=O,14935_0,-1,Knoevenagel H,44.026214748
C1(COC(C(CC1)=O)O)=O,14935_0,-1,Knoevenagel H,144.042258736
C(C)=O,14937_0,-1,Knoevenagel H,44.026214748
C1(C(O)OCC1)=O,14937_0,-1,Knoevenagel H,102.031694052
C(C)=O,14939_0,-1,Knoevenagel H,44.026214748
C(CC1C(C(CO1)O)=O)=O,14939_0,-1,Knoevenagel H,144.042258736
C(C)=O,14941_0,-1,Knoevenagel H,44.026214748
C(C(C1CC(CO1)O)=O)=O,14941_0,-1,Knoevenagel H,144.042258736
C(C)=O,14943_0,-1,Knoevenagel H,44.026214748
C(C1C(CC(C=O)O1)O)=O,14943_0,-1,Knoevenagel H,144.042258736
C(C)=O,14945_0,-1,Knoevenagel H,44.026214748
C1(CC(C=O)OC1(C)O)=O,14945_0,-1,Knoevenagel H,144.042258736
C(C)=O,14947_0,-1,Knoevenagel H,44.026214748
C(C1C(C(C(C)O1)=O)O)=O,14947_0,-1,Knoevenagel H,144.042258736
C(C)=O,14949_0,-1,Knoevenagel H,44.026214748
C1(CC(C=O)OC(C1)O)=O,14949_0,-1,Knoevenagel H,144.042258736
C(C)=O,14951_0,-1,Knoevenagel H,44.026214748
C1C(CO)OC(C(C=1)=O)O,14951_0,-1,Knoevenagel H,144.042258736
C(C)=O,14953_0,-1,Knoevenagel H,44.026214748
C1C(COC(C(C=1)=O)O)O,14953_0,-1,Knoevenagel H,144.042258736
C(C)=O,14955_0,-1,Knoevenagel H,44.026214748
C(C1C=CC(CO)(O1)O)=O,14955_0,-1,Knoevenagel H,144.042258736
C(CO)(C(CO)O)=O,14956_0,-1,Knoevenagel H,120.042258736
C(C(C)O)=O,14956_0,-1,Knoevenagel H,74.036779432
C(CO)(O)=O,14957_0,-1,Knoevenagel H,76.01604398799999
C(C(CC(C)O)=O)=O,14957_0,-1,Knoevenagel H,116.047344116
C(CO)(O)=O,14959_0,-1,Knoevenagel H,76.01604398799999
C(C(CC(C)O)=O)=O,14959_0,-1,Knoevenagel H,116.047344116
C(CO)(O)=O,14960_0,-1,Knoevenagel H,76.01604398799999
C(CC(C(C)=O)O)=O,14960_0,-1,Knoevenagel H,116.047344116
C(CO)(O)=O,14962_0,-1,Knoevenagel H,76.01604398799999
C(CC(C(C)=O)O)=O,14962_0,-1,Knoevenagel H,116.047344116
C(CO)(O)=O,14963_0,-1,Knoevenagel H,76.01604398799999
C(C(C)(CC=O)O)=O,14963_0,-1,Knoevenagel H,116.047344116
C(CO)(O)=O,14965_0,-1,Knoevenagel H,76.01604398799999
