Source	Target	Reaction Name	Mass
8606_0	C(C(C(C(CO)C(CO)O)N)O)=O	Transamination (inverse)	193.095022585
C(CN)(O)=O	8607_0	Transamination (inverse)	75.032028405
C(C(CO)C(C=O)O)(C(CO)O)=O	8607_0	Transamination (inverse)	192.063388104
8607_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8607_0	C(C(CO)O)(C(CO)C(CN)O)=O	Transamination (inverse)	193.095022585
C(CN)(O)=O	8608_0	Transamination (inverse)	75.032028405
C(C(CO)C(C=O)O)(C(CO)O)=O	8608_0	Transamination (inverse)	192.063388104
8608_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8608_0	C(C(C(CO)C(C(CO)O)N)O)=O	Transamination (inverse)	193.095022585
C(CN)(O)=O	8609_0	Transamination (inverse)	75.032028405
C(C(C(C=O)O)O)(C(CO)CO)=O	8609_0	Transamination (inverse)	192.063388104
8609_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8609_0	C(C(C(CN)O)O)(C(CO)CO)=O	Transamination (inverse)	193.095022585
C(CN)(O)=O	8610_0	Transamination (inverse)	75.032028405
C(C(C(C=O)O)O)(C(CO)CO)=O	8610_0	Transamination (inverse)	192.063388104
8610_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8610_0	C(C(C(C(C(CO)CO)N)O)O)=O	Transamination (inverse)	193.095022585
C(CN)(O)=O	8611_0	Transamination (inverse)	75.032028405
C(C(C(C(C(CO)=O)CO)O)O)=O	8611_0	Transamination (inverse)	192.063388104
8611_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8611_0	C(CO)(C(CO)C(C(CN)O)O)=O	Transamination (inverse)	193.095022585
C(CN)(O)=O	8612_0	Transamination (inverse)	75.032028405
C(C(C(C(C(CO)=O)CO)O)O)=O	8612_0	Transamination (inverse)	192.063388104
8612_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8612_0	C(C(C(C(CO)C(CO)N)O)O)=O	Transamination (inverse)	193.095022585
C(CN)(O)=O	8613_0	Transamination (inverse)	75.032028405
C(C(CO)O)(CC(C(C=O)O)O)=O	8613_0	Transamination (inverse)	192.063388104
8613_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8613_0	C(C(CO)O)(CC(C(CN)O)O)=O	Transamination (inverse)	193.095022585
C(CN)(O)=O	8614_0	Transamination (inverse)	75.032028405
C(C(CO)O)(CC(C(C=O)O)O)=O	8614_0	Transamination (inverse)	192.063388104
8614_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8614_0	C(C(C(CC(C(CO)O)N)O)O)=O	Transamination (inverse)	193.095022585
C(CN)(O)=O	8615_0	Transamination (inverse)	75.032028405
C(C(C(C(C=O)O)O)O)(CCO)=O	8615_0	Transamination (inverse)	192.063388104
8615_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8615_0	C(C(C(C(CN)O)O)O)(CCO)=O	Transamination (inverse)	193.095022585
C(CN)(O)=O	8616_0	Transamination (inverse)	75.032028405
C(C(C(C(C=O)O)O)O)(CCO)=O	8616_0	Transamination (inverse)	192.063388104
8616_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8616_0	C(C(C(C(C(CCO)N)O)O)O)=O	Transamination (inverse)	193.095022585
C(CN)(O)=O	8617_0	Transamination (inverse)	75.032028405
C(C(CO)C(C(C(C=O)O)O)O)=O	8617_0	Transamination (inverse)	192.063388104
8617_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8617_0	C(C(CO)C(C(C(CN)O)O)O)=O	Transamination (inverse)	193.095022585
C(CN)(O)=O	8618_0	Transamination (inverse)	75.032028405
C(C(CO)C(C(C(C=O)O)O)O)=O	8618_0	Transamination (inverse)	192.063388104
8618_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8618_0	C(C(C(C(C(CO)CN)O)O)O)=O	Transamination (inverse)	193.095022585
C(CN)(O)=O	8619_0	Transamination (inverse)	75.032028405
C(C(C(C(C(CO)O)O)O)=O)=O	8619_0	Transamination (inverse)	178.04773804
8619_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8619_0	C(C(C(C(C(CO)O)O)O)N)=O	Transamination (inverse)	179.079372521
C(CN)(O)=O	8620_0	Transamination (inverse)	75.032028405
C(C(C(C(C(CO)O)O)O)=O)=O	8620_0	Transamination (inverse)	178.04773804
8620_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8620_0	C(CN)(C(C(C(CO)O)O)O)=O	Transamination (inverse)	179.079372521
C(CN)(O)=O	8621_0	Transamination (inverse)	75.032028405
C(CO)(CO)=O	8621_0	Transamination (inverse)	90.031694052
8621_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8621_0	C(C(CO)N)O	Transamination (inverse)	91.063328533
C(CN)(O)=O	8622_0	Transamination (inverse)	75.032028405
C(C(C)=O)=O	8622_0	Transamination (inverse)	72.021129368
8622_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8622_0	C(C)(CN)=O	Transamination (inverse)	73.052763849
C(CN)(O)=O	8623_0	Transamination (inverse)	75.032028405
C(C(C)=O)=O	8623_0	Transamination (inverse)	72.021129368
8623_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8623_0	C(C(C)N)=O	Transamination (inverse)	73.052763849
C(CN)(O)=O	8624_0	Transamination (inverse)	75.032028405
C(CC(CO)=O)=O	8624_0	Transamination (inverse)	102.031694052
8624_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8624_0	C(CO)(CCN)=O	Transamination (inverse)	103.063328533
C(CN)(O)=O	8625_0	Transamination (inverse)	75.032028405
C(CC(CO)=O)=O	8625_0	Transamination (inverse)	102.031694052
8625_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8625_0	C(CC(CO)N)=O	Transamination (inverse)	103.063328533
C(CN)(O)=O	8626_0	Transamination (inverse)	75.032028405
C(C(C(C)=O)O)=O	8626_0	Transamination (inverse)	102.031694052
8626_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8626_0	C(C)(C(CN)O)=O	Transamination (inverse)	103.063328533
C(CN)(O)=O	8627_0	Transamination (inverse)	75.032028405
C(C(C(C)=O)O)=O	8627_0	Transamination (inverse)	102.031694052
8627_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8627_0	C(C(C(C)N)O)=O	Transamination (inverse)	103.063328533
C(CN)(O)=O	8628_0	Transamination (inverse)	75.032028405
C(C=O)=O	8628_0	Transamination (inverse)	58.005479304000005
8628_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8628_0	C(CN)=O	Transamination (inverse)	59.037113785
C(CN)(O)=O	8629_0	Transamination (inverse)	75.032028405
C(C)(C(CO)O)=O	8629_0	Transamination (inverse)	104.047344116
8629_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8629_0	CC(C(CO)O)N	Transamination (inverse)	105.078978597
C(CN)(O)=O	8630_0	Transamination (inverse)	75.032028405
C(C(CC(CO)=O)O)=O	8630_0	Transamination (inverse)	132.042258736
8630_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8630_0	C(CO)(CC(CN)O)=O	Transamination (inverse)	133.073893217
C(CN)(O)=O	8631_0	Transamination (inverse)	75.032028405
C(C(CC(CO)=O)O)=O	8631_0	Transamination (inverse)	132.042258736
8631_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8631_0	C(C(CC(CO)N)O)=O	Transamination (inverse)	133.073893217
C(CN)(O)=O	8632_0	Transamination (inverse)	75.032028405
C(C(CCO)=O)=O	8632_0	Transamination (inverse)	102.031694052
8632_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8632_0	C(CN)(CCO)=O	Transamination (inverse)	103.063328533
C(CN)(O)=O	8633_0	Transamination (inverse)	75.032028405
C(C(CCO)=O)=O	8633_0	Transamination (inverse)	102.031694052
8633_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8633_0	C(C(CCO)N)=O	Transamination (inverse)	103.063328533
C(CN)(O)=O	8634_0	Transamination (inverse)	75.032028405
C(CO)(CCO)=O	8634_0	Transamination (inverse)	104.047344116
8634_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8634_0	C(C(CCO)N)O	Transamination (inverse)	105.078978597
C(CN)(O)=O	8635_0	Transamination (inverse)	75.032028405
C(C(C(C(C)=O)O)O)=O	8635_0	Transamination (inverse)	132.042258736
8635_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8635_0	C(C)(C(C(CN)O)O)=O	Transamination (inverse)	133.073893217
C(CN)(O)=O	8636_0	Transamination (inverse)	75.032028405
C(C(C(C(C)=O)O)O)=O	8636_0	Transamination (inverse)	132.042258736
8636_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8636_0	C(C(C(C(C)N)O)O)=O	Transamination (inverse)	133.073893217
C(CN)(O)=O	8637_0	Transamination (inverse)	75.032028405
C(C(C=O)O)=O	8637_0	Transamination (inverse)	88.016043988
8637_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8637_0	C(C(CN)O)=O	Transamination (inverse)	89.047678469
C(CN)(O)=O	8638_0	Transamination (inverse)	75.032028405
C(C)(CO)=O	8638_0	Transamination (inverse)	74.036779432
8638_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8638_0	CC(CO)N	Transamination (inverse)	75.068413913
C(CN)(O)=O	8639_0	Transamination (inverse)	75.032028405
C(CC(C=O)O)=O	8639_0	Transamination (inverse)	102.031694052
8639_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8639_0	C(CC(CN)O)=O	Transamination (inverse)	103.063328533
C(CN)(O)=O	8640_0	Transamination (inverse)	75.032028405
C(CC(C=O)O)=O	8640_0	Transamination (inverse)	102.031694052
8640_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8640_0	C(C(CCN)O)=O	Transamination (inverse)	103.063328533
C(CN)(O)=O	8641_0	Transamination (inverse)	75.032028405
C(C(C(C=O)O)O)=O	8641_0	Transamination (inverse)	118.02660867200001
8641_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8641_0	C(C(C(CN)O)O)=O	Transamination (inverse)	119.058243153
C(CN)(O)=O	8642_0	Transamination (inverse)	75.032028405
C(C)=O	8642_0	Transamination (inverse)	44.026214748
8642_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8642_0	CCN	Transamination (inverse)	45.057849229
C(CN)(O)=O	8643_0	Transamination (inverse)	75.032028405
C(CO)(C(CO)O)=O	8643_0	Transamination (inverse)	120.04225873600001
8643_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8643_0	C(C(C(CO)O)N)O	Transamination (inverse)	121.073893217
C(CN)(O)=O	8644_0	Transamination (inverse)	75.032028405
C(C(C(CO)O)O)(C(CO)O)=O	8644_0	Transamination (inverse)	180.063388104
8644_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8644_0	C(C(C(C(C(CO)O)N)O)O)O	Transamination (inverse)	181.09502258499998
C(CN)(O)=O	8645_0	Transamination (inverse)	75.032028405
C(CC(C(C(CO)O)=O)O)=O	8645_0	Transamination (inverse)	162.05282342
8645_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8645_0	C(C(CCN)O)(C(CO)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8646_0	Transamination (inverse)	75.032028405
C(CC(C(C(CO)O)=O)O)=O	8646_0	Transamination (inverse)	162.05282342
8646_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8646_0	C(CC(C(C(CO)O)N)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8647_0	Transamination (inverse)	75.032028405
C(C(CO)=O)(CC(CO)O)=O	8647_0	Transamination (inverse)	162.05282342
8647_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8647_0	C(C(CO)N)(CC(CO)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8648_0	Transamination (inverse)	75.032028405
C(C(CO)=O)(CC(CO)O)=O	8648_0	Transamination (inverse)	162.05282342
8648_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8648_0	C(CO)(C(CC(CO)O)N)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8649_0	Transamination (inverse)	75.032028405
C(C(C(CC(CO)O)O)=O)=O	8649_0	Transamination (inverse)	162.05282342
8649_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8649_0	C(CN)(C(CC(CO)O)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8650_0	Transamination (inverse)	75.032028405
C(C(C(CC(CO)O)O)=O)=O	8650_0	Transamination (inverse)	162.05282342
8650_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8650_0	C(C(C(CC(CO)O)O)N)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8651_0	Transamination (inverse)	75.032028405
C(C(CO)O)(CC(CO)=O)=O	8651_0	Transamination (inverse)	162.05282342
8651_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8651_0	C(C(CO)O)(CC(CO)N)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8652_0	Transamination (inverse)	75.032028405
C(C(CO)O)(CC(CO)=O)=O	8652_0	Transamination (inverse)	162.05282342
8652_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8652_0	C(CO)(CC(C(CO)O)N)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8653_0	Transamination (inverse)	75.032028405
C(C(CC(C(CO)=O)O)O)=O	8653_0	Transamination (inverse)	162.05282342
8653_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8653_0	C(CO)(C(CC(CN)O)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8654_0	Transamination (inverse)	75.032028405
C(C(CC(C(CO)=O)O)O)=O	8654_0	Transamination (inverse)	162.05282342
8654_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8654_0	C(C(CC(C(CO)N)O)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8655_0	Transamination (inverse)	75.032028405
C(CCO)(C(C(CO)=O)O)=O	8655_0	Transamination (inverse)	162.05282342
8655_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8655_0	C(C(C(CO)N)O)(CCO)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8656_0	Transamination (inverse)	75.032028405
C(CCO)(C(C(CO)=O)O)=O	8656_0	Transamination (inverse)	162.05282342
8656_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8656_0	C(CO)(C(C(CCO)N)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8657_0	Transamination (inverse)	75.032028405
C(C(C(C(CCO)O)=O)O)=O	8657_0	Transamination (inverse)	162.05282342
8657_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8657_0	C(C(CCO)O)(C(CN)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8658_0	Transamination (inverse)	75.032028405
C(C(C(C(CCO)O)=O)O)=O	8658_0	Transamination (inverse)	162.05282342
8658_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8658_0	C(C(C(C(CCO)O)N)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8659_0	Transamination (inverse)	75.032028405
C(CO)(C(CC(CO)=O)O)=O	8659_0	Transamination (inverse)	162.05282342
8659_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8659_0	C(CO)(CC(C(CO)N)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8660_0	Transamination (inverse)	75.032028405
C(CO)(C(CC(CO)=O)O)=O	8660_0	Transamination (inverse)	162.05282342
8660_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8660_0	C(CO)(C(CC(CO)N)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8661_0	Transamination (inverse)	75.032028405
C(C(C(CC(C=O)O)O)O)=O	8661_0	Transamination (inverse)	162.05282342
8661_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8661_0	C(C(CC(C(CN)O)O)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8662_0	Transamination (inverse)	75.032028405
C(C(C(CC(C=O)O)O)O)=O	8662_0	Transamination (inverse)	162.05282342
8662_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8662_0	C(C(C(CC(CN)O)O)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8663_0	Transamination (inverse)	75.032028405
C(C)(C(C(C(CO)=O)O)O)=O	8663_0	Transamination (inverse)	162.05282342
8663_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8663_0	C(C)(C(C(C(CO)N)O)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8664_0	Transamination (inverse)	75.032028405
C(C)(C(C(C(CO)=O)O)O)=O	8664_0	Transamination (inverse)	162.05282342
8664_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8664_0	C(CO)(C(C(C(C)N)O)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8665_0	Transamination (inverse)	75.032028405
C(C(C(C=O)O)O)(C(C)O)=O	8665_0	Transamination (inverse)	162.05282342
8665_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8665_0	C(C(C(CN)O)O)(C(C)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8666_0	Transamination (inverse)	75.032028405
C(C(C(C=O)O)O)(C(C)O)=O	8666_0	Transamination (inverse)	162.05282342
8666_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8666_0	C(C(C(C(C(C)O)N)O)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8667_0	Transamination (inverse)	75.032028405
C(CC(C(C(CO)=O)O)O)=O	8667_0	Transamination (inverse)	162.05282342
8667_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8667_0	C(CC(C(C(CO)N)O)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8668_0	Transamination (inverse)	75.032028405
C(CC(C(C(CO)=O)O)O)=O	8668_0	Transamination (inverse)	162.05282342
8668_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8668_0	C(CO)(C(C(CCN)O)O)=O	Transamination (inverse)	163.084457901
C(CN)(O)=O	8669_0	Transamination (inverse)	75.032028405
C(CNC)=O	8669_0	Transamination (inverse)	73.052763849
8669_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8669_0	CNCCN	Transamination (inverse)	74.08439833
C(CN)(O)=O	8670_0	Transamination (inverse)	75.032028405
C(CNC)(C(CO)O)=O	8670_0	Transamination (inverse)	133.073893217
8670_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8670_0	CNCC(C(CO)O)N	Transamination (inverse)	134.105527698
C(CN)(O)=O	8671_0	Transamination (inverse)	75.032028405
C(C(C(C(C(CO)O)O)O)NC)=O	8671_0	Transamination (inverse)	193.095022585
8671_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8671_0	CNC(CN)C(C(C(CO)O)O)O	Transamination (inverse)	194.126657066
C(CN)(O)=O	8672_0	Transamination (inverse)	75.032028405
C(C(C(CO)O)O)(C(CO)NC)=O	8672_0	Transamination (inverse)	193.095022585
8672_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8672_0	CNC(CO)C(C(C(CO)O)O)N	Transamination (inverse)	194.126657066
C(CN)(O)=O	8673_0	Transamination (inverse)	75.032028405
C(CC(C(C(CO)O)=O)NC)=O	8673_0	Transamination (inverse)	175.084457901
8673_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8673_0	C(C(CO)O)(C(CCN)NC)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8674_0	Transamination (inverse)	75.032028405
C(CC(C(C(CO)O)=O)NC)=O	8674_0	Transamination (inverse)	175.084457901
8674_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8674_0	C(CC(C(C(CO)O)N)NC)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8675_0	Transamination (inverse)	75.032028405
C(C(CNC)=O)(CC(CO)O)=O	8675_0	Transamination (inverse)	175.084457901
8675_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8675_0	C(C(CNC)N)(CC(CO)O)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8676_0	Transamination (inverse)	75.032028405
C(C(CNC)=O)(CC(CO)O)=O	8676_0	Transamination (inverse)	175.084457901
8676_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8676_0	C(CNC)(C(CC(CO)O)N)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8677_0	Transamination (inverse)	75.032028405
C(C(C(CC(CO)O)NC)=O)=O	8677_0	Transamination (inverse)	175.084457901
8677_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8677_0	C(CN)(C(CC(CO)O)NC)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8678_0	Transamination (inverse)	75.032028405
C(C(C(CC(CO)O)NC)=O)=O	8678_0	Transamination (inverse)	175.084457901
8678_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8678_0	C(C(C(CC(CO)O)NC)N)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8679_0	Transamination (inverse)	75.032028405
C(C(CO)O)(CC(CNC)=O)=O	8679_0	Transamination (inverse)	175.084457901
8679_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8679_0	C(C(CO)O)(CC(CNC)N)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8680_0	Transamination (inverse)	75.032028405
C(C(CO)O)(CC(CNC)=O)=O	8680_0	Transamination (inverse)	175.084457901
8680_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8680_0	C(CNC)(CC(C(CO)O)N)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8681_0	Transamination (inverse)	75.032028405
C(C(CC(C(CO)=O)NC)O)=O	8681_0	Transamination (inverse)	175.084457901
8681_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8681_0	C(CO)(C(CC(CN)O)NC)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8682_0	Transamination (inverse)	75.032028405
C(C(CC(C(CO)=O)NC)O)=O	8682_0	Transamination (inverse)	175.084457901
8682_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8682_0	C(C(CC(C(CO)N)NC)O)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8683_0	Transamination (inverse)	75.032028405
C(CCO)(C(C(CNC)=O)O)=O	8683_0	Transamination (inverse)	175.084457901
8683_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8683_0	C(C(C(CNC)N)O)(CCO)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8684_0	Transamination (inverse)	75.032028405
C(CCO)(C(C(CNC)=O)O)=O	8684_0	Transamination (inverse)	175.084457901
8684_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8684_0	C(CNC)(C(C(CCO)N)O)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8685_0	Transamination (inverse)	75.032028405
C(C(C(C(CCO)NC)=O)O)=O	8685_0	Transamination (inverse)	175.084457901
8685_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8685_0	C(C(CN)O)(C(CCO)NC)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8686_0	Transamination (inverse)	75.032028405
C(C(C(C(CCO)NC)=O)O)=O	8686_0	Transamination (inverse)	175.084457901
8686_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8686_0	C(C(C(C(CCO)NC)N)O)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8687_0	Transamination (inverse)	75.032028405
C(CC(C(CNC)=O)O)(CO)=O	8687_0	Transamination (inverse)	175.084457901
8687_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8687_0	C(CO)(CC(C(CNC)N)O)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8688_0	Transamination (inverse)	75.032028405
C(CC(C(CNC)=O)O)(CO)=O	8688_0	Transamination (inverse)	175.084457901
8688_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8688_0	C(CNC)(C(CC(CO)N)O)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8689_0	Transamination (inverse)	75.032028405
C(C(CC(C(C=O)O)O)NC)=O	8689_0	Transamination (inverse)	175.084457901
8689_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8689_0	C(C(CC(C(CN)O)O)NC)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8690_0	Transamination (inverse)	75.032028405
C(C(CC(C(C=O)O)O)NC)=O	8690_0	Transamination (inverse)	175.084457901
8690_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8690_0	C(C(C(CC(CN)NC)O)O)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8691_0	Transamination (inverse)	75.032028405
C(C(C(C(CNC)=O)O)O)(C)=O	8691_0	Transamination (inverse)	175.084457901
8691_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8691_0	C(C)(C(C(C(CNC)N)O)O)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8692_0	Transamination (inverse)	75.032028405
C(C(C(C(CNC)=O)O)O)(C)=O	8692_0	Transamination (inverse)	175.084457901
8692_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8692_0	C(CNC)(C(C(C(C)N)O)O)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8693_0	Transamination (inverse)	75.032028405
C(C(C(C=O)O)O)(C(C)NC)=O	8693_0	Transamination (inverse)	175.084457901
8693_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8693_0	C(C(C(CN)O)O)(C(C)NC)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8694_0	Transamination (inverse)	75.032028405
C(C(C(C=O)O)O)(C(C)NC)=O	8694_0	Transamination (inverse)	175.084457901
8694_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8694_0	C(C(C(C(C(C)NC)N)O)O)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8695_0	Transamination (inverse)	75.032028405
C(CC(C(C(CNC)=O)O)O)=O	8695_0	Transamination (inverse)	175.084457901
8695_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8695_0	C(CC(C(C(CNC)N)O)O)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8696_0	Transamination (inverse)	75.032028405
C(CC(C(C(CNC)=O)O)O)=O	8696_0	Transamination (inverse)	175.084457901
8696_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8696_0	C(CNC)(C(C(CCN)O)O)=O	Transamination (inverse)	176.116092382
C(CN)(O)=O	8697_0	Transamination (inverse)	75.032028405
C(CNCC(O)=O)=O	8697_0	Transamination (inverse)	117.04259308900001
8697_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8697_0	C(CNCCN)(O)=O	Transamination (inverse)	118.07422757
C(CN)(O)=O	8698_0	Transamination (inverse)	75.032028405
C(CNCC(O)=O)(C(CO)O)=O	8698_0	Transamination (inverse)	177.063722457
8698_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
8698_0	C(CNCC(C(CO)O)N)(O)=O	Transamination (inverse)	178.095356938
C(CN)(O)=O	8699_0	Transamination (inverse)	75.032028405
C(CNC)(C(C(C(CO)O)O)O)=O	8699_0	Transamination (inverse)	193.095022585
8699_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
